,job_title,company_name,company_page,location,job_type,skills
974,Consultant,Araamis • أرامس -,https://wuzzuf.net/jobs/careers/Araamis • أرامس-Saudi Arabia-99916,"Riyadh, Saudi Arabia",Freelance / Project,"['IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'Sales', 'Sales Skills', 'Real Estate', 'Sales Target', 'Customer Service', 'Information Technology (IT)', 'Customer Support']"
975,Dot Net Lead/Architect,Virtusa -,https://wuzzuf.net/jobs/careers/Virtusa-United Arab Emirates-99968,"Doha, Qatar",Full Time,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'computer science', 'information technology (it)', 'computer engineering', 'software development', '.net', 'oracle', 'sql']"
976,Quality Specialist - Completion Services,Weatherford -,https://wuzzuf.net/jobs/careers/Weatherford-Kuwait-100152,"Doha, Qatar",Full Time,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Quality Control', 'Quality', 'QA', 'QC', 'Science', 'Pharmacy']"
977,Aseptic Specialist,SAUDIBIO - سعودي بايو -,https://wuzzuf.net/jobs/careers/SAUDIBIO - سعودي بايو-Saudi Arabia-101180,"Riyadh, Saudi Arabia",Full Time,"['R&D/Science', 'Engineering - Other', 'agriculture', 'biotechnology', 'date palm', 'engineering']"
978,IT Helpdesk Specialist,Creative Technology -,https://wuzzuf.net/jobs/careers/Creative Technology-United Arab Emirates-103916,"Dubai, United Arab Emirates",Full Time,"['Entry Level', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Installation', 'Maintenance', 'Technical Support', 'Troubleshooting', 'Software']"
979,Downstream Business Development Lead (Expats),MVC Resources -,https://wuzzuf.net/jobs/careers/MVC Resources-Saudi Arabia-100176,"Riyadh, Saudi Arabia",Full Time,"['Business Development', 'IT/Software Development', 'Sales/Retail', 'Sales', 'Business Development', 'Sales Skills', 'Sales Target', 'Communication Skills', 'Business Administration', 'CBRE']"
980,"Infrastructure ,cloud and Operation Senior special",Saudi General Authority of Foreign Trade -,https://wuzzuf.net/jobs/careers/Saudi General Authority of Foreign Trade-Saudi Arabia-110065,"Riyadh, Saudi Arabia",Full Time,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'software engineering', 'software', 'cloud', 'maintenance']"
981,Projects Coordinator,Raqtan -,https://wuzzuf.net/jobs/careers/Raqtan-Saudi Arabia-99964,"Riyadh, Saudi Arabia",Full Time,"['Entry Level', 'Administration', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Administration', 'Microsoft Office', 'Project Coordination', 'Information Technology (IT)', 'Engineering', 'Localization']"
982,Java Developer,M2 -,https://wuzzuf.net/jobs/careers/M2-United Arab Emirates-101114,"Dubai, United Arab Emirates",Full Time,"['Entry Level', 'IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Java', 'Computer Science', 'Information Technology (IT)', 'Software Development', 'Software Engineering', 'javaScript', 'Engineering']"
983,Construction Mechanical Supervisor - Machinery,Tecnimont -,https://wuzzuf.net/jobs/careers/Tecnimont-United Arab Emirates-101025,"Doha, Qatar",Freelance / Project,"['Engineering - Construction/Civil/Architecture', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical Engineering', 'Construction', 'AutoCAD', 'Microsoft Office', 'Civil Engineering', 'Computer Skills']"
984,Construction Mechanical Supervisor - Machinery,Met T&S -,https://wuzzuf.net/jobs/careers/Met T&S-United Arab Emirates-107169,"Doha, Qatar",Freelance / Project,"['Engineering - Construction/Civil/Architecture', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical Engineering', 'Construction', 'AutoCAD', 'Microsoft Office', 'Civil Engineering', 'Computer Skills']"
985,Co-op,GE Vernova -,https://wuzzuf.net/jobs/careers/GE Vernova-United Arab Emirates-100615,"Riyadh, Saudi Arabia",Full Time,"['Student', 'Logistics/Supply Chain', 'Sales/Retail', 'Engineering - Telecom/Technology', 'engineering', 'sales', 'microsoft office', 'computer science', 'project management', 'communication skills', 'customer service']"
986,Senior Treasury Analyst,QatarEnergy LNG -,https://wuzzuf.net/jobs/careers/QatarEnergy LNG-Qatar-100794,"Doha, Qatar",Full Time,"['Accounting/Finance', 'IT/Software Development', 'Analyst/Research', 'Information Technology (IT)', 'Computer Science', 'Analysis', 'Business Analysis', 'Finance', 'Accounting', 'Financial Analysis']"
987,Technical Success Manager,Stats Perform -,https://wuzzuf.net/jobs/careers/Stats Perform-Qatar-110067,"Doha, Qatar",Full Time,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Civil Engineering', 'Information Technology (IT)', 'Technical Office', 'Computer Science', 'Project Management', 'AutoCAD']"
988,Supervisor Curriculum Specialist in Business,Institute of Applied Technology -,https://wuzzuf.net/jobs/careers/Institute of Applied Technology-United Arab Emirates-100069,"Dubai, United Arab Emirates",Full Time,"['Administration', 'Human Resources', 'Sales/Retail', 'human resources (hr)', 'microsoft office', 'business administration', 'sales', 'training', 'education', 'engineering']"
989,"Assistant Manager, Career Management",Olayan Saudi Holding Company -,https://wuzzuf.net/jobs/careers/Olayan Saudi Holding Company-Saudi Arabia-99905,"Riyadh, Saudi Arabia",Full Time,"['Entry Level', 'Administration', 'Operations/Management', 'Sales/Retail', 'Administration', 'Microsoft Office', 'Office Management', 'Secretary', 'Sales', 'Admin', 'Customer Service']"
990,IT Desktop Support - Fixed term contract,Impala Terminals -,https://wuzzuf.net/jobs/careers/Impala Terminals-United Arab Emirates-110037,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Technical Support', 'Installation', 'Engineering', 'Troubleshooting', 'Maintenance']"
991,"Specialist, Procurement (Technical & Spares)",CATRION -,https://wuzzuf.net/jobs/careers/CATRION-Saudi Arabia-109965,"Makkah, Saudi Arabia",Full Time,"['Entry Level', 'Administration', 'Logistics/Supply Chain', 'Purchasing/Procurement', 'Procurement', 'Purchasing', 'Supply Chain', 'Logistics', 'Microsoft Office', 'Computer Skills', 'ERP']"
992,Early Career training ship -  Operation Analyst,GE Vernova -,https://wuzzuf.net/jobs/careers/GE Vernova-United Arab Emirates-100615,"Riyadh, Saudi Arabia",Full Time,"['Student', 'Marketing/PR/Advertising', 'Sales/Retail', 'Pharmaceutical', 'sales', 'pharmaceutical', 'marketing', 'sales skills', 'microsoft office', 'engineering', 'logistics']"
993,Application Support Analyst,RLDatix -,https://wuzzuf.net/jobs/careers/RLDatix-Saudi Arabia-99918,"Riyadh, Saudi Arabia",Full Time,"['Entry Level', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'SQL', 'Application Support', 'Computer Engineering', 'Technical Support', 'Customer Support']"
994,"Team Lead – Red sea, KSA (Umluj)",Smiths Detection -,https://wuzzuf.net/jobs/careers/Smiths Detection-United Arab Emirates-103169,"Riyadh, Saudi Arabia",Full Time,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'sales skills', 'sales', 'sales target', 'marketing', 'english', 'engineering', 'software']"
995,Senior Systems Architect - Kubernetes and OpenShift,Core42 -,https://wuzzuf.net/jobs/careers/Core42-United Arab Emirates-100007,"Dubai, United Arab Emirates",Full Time,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Architecture', 'Computer Engineering', 'System Administration', 'AutoCAD']"
996,Senior Airport Lead,Cathay Pacific -,https://wuzzuf.net/jobs/careers/Cathay Pacific-United Arab Emirates-100991,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Marketing/PR/Advertising', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Software Engineering', 'Software Development', 'Computer Engineering', 'Java', 'React']"
997,Senior Systems Architect - HPC,Core42 -,https://wuzzuf.net/jobs/careers/Core42-United Arab Emirates-100007,"Dubai, United Arab Emirates",Full Time,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Architecture', 'Computer Engineering', 'System Administration', 'AutoCAD']"
998,Systems Architect - PaaS,Core42 -,https://wuzzuf.net/jobs/careers/Core42-United Arab Emirates-100007,"Dubai, United Arab Emirates",Full Time,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Information Technology (IT)', 'Engineering', 'Solution Architect', 'System Architect', 'Computer Engineering', 'Java']"
999,ERP Administrator ( Netsuite),MDAR Food Company -,https://wuzzuf.net/jobs/careers/MDAR Food Company-United Arab Emirates-105353,"Dubai, United Arab Emirates",Full Time,"['Entry Level', 'Accounting/Finance', 'Administration', 'IT/Software Development', 'ERP', 'Business Administration', 'Accounting', 'Administration', 'Microsoft Office', 'Information Technology (IT)', 'Computer Science']"
1000,Observability Tech Lead,Expleo Group -,https://wuzzuf.net/jobs/careers/Expleo Group-Egypt-99772,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Operations/Management', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'javaScript', 'Agile', 'Engineering', 'PHP']"
1001,Senior Relationship Manager - Private Banking,Jobs via eFinancialCareers -,https://wuzzuf.net/jobs/careers/Jobs via eFinancialCareers-Kuwait-109028,"Kuwait City, Kuwait",Full Time,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Sales', 'Customer Service', 'Sales Skills', 'Marketing', 'Project Management', 'Customer Support', 'Information Technology (IT)']"
1002,Leasing Manager,ALESAYI HOLDING |  العيسائي القابضة -,https://wuzzuf.net/jobs/careers/ALESAYI HOLDING |  العيسائي القابضة-Saudi Arabia-108569,"Makkah, Saudi Arabia",Full Time,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Leasing', 'Sales', 'Marketing', 'Sales Skills', 'Real Estate', 'Business Administration', 'Banking']"
1003,Cyber Security Specialist,EBR Consulting -,https://wuzzuf.net/jobs/careers/EBR Consulting-Saudi Arabia-100691,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Computer Engineering', 'Engineering', 'Security', 'Information Security', 'Telecommunication']"
1004,Python Developer,TradeTracker.com -,https://wuzzuf.net/jobs/careers/TradeTracker.com-United Arab Emirates-108352,"Dubai, United Arab Emirates",Full Time,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Python', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'Software Engineering', 'javaScript', 'HTML']"
1005,Facility Projects Manager,talentCRU -,https://wuzzuf.net/jobs/careers/talentCRU-Saudi Arabia-109908,"Riyadh, Saudi Arabia",Full Time,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Computer Science', 'Management', 'Civil Engineering']"
1006,F&B Executive,The Ned -,https://wuzzuf.net/jobs/careers/The Ned-Qatar-100750,"Doha, Qatar",Full Time,"['Entry Level', 'Hospitality/Hotels/Food Services', 'Sales/Retail', 'Engineering - Telecom/Technology', 'F&amp;B', 'Sales', 'Sales Skills', 'Information Technology (IT)', 'Customer Service', 'Microsoft Office', 'Food &amp; Beverage']"
1007,Service Sales Manager,Bühler Group -,https://wuzzuf.net/jobs/careers/Bühler Group-United Arab Emirates-101624,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Sales Target', 'Customer Care', 'Customer Support', 'Management']"
1008,"Manager, Project Management (To be based in Saudi Arabia)",Kuok Group Singapore -,https://wuzzuf.net/jobs/careers/Kuok Group Singapore-Saudi Arabia-106498,"Riyadh, Saudi Arabia",Full Time,"['Operations/Management', 'Marketing/PR/Advertising', 'Sales/Retail', 'Sales', 'Sales Skills', 'Project Management', 'Management', 'Marketing', 'Engineering', 'Customer Service']"
1009,Team Lead Riders,talabat -,https://wuzzuf.net/jobs/careers/talabat-Qatar-108551,"Kuwait City, Kuwait",Full Time,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'Software Engineering', 'Computer Engineering', 'Agile', 'javaScript']"
1010,Head of User Experience,ASTUDIO -,https://wuzzuf.net/jobs/careers/ASTUDIO-United Arab Emirates-100146,"Dubai, United Arab Emirates",Full Time,"['Manager', 'Creative/Design/Art', 'IT/Software Development', 'Logistics/Supply Chain', 'Information Technology (IT)', 'Logistics', 'Supply Chain', 'UX', 'Purchasing', 'User Experience', 'VXP']"
1011,Supplier Development Manager,Thales -,https://wuzzuf.net/jobs/careers/Thales-Egypt-99777,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Sales', 'Sales Skills', 'Marketing', 'Sales Target', 'Customer Service', 'Management']"
1012,Facilities Management and Security Service,Bosch Middle East -,https://wuzzuf.net/jobs/careers/Bosch Middle East-Saudi Arabia-105145,"Riyadh, Saudi Arabia",Full Time,"['Entry Level', 'Administration', 'Operations/Management', 'Engineering - Telecom/Technology', 'Administration', 'Engineering', 'Operations', 'Computer Science', 'Customer Service', 'Facility Management', 'Information Technology (IT)']"
1013,HSEQ Supervisor - Logistics & Port Operations,Associated Talent Consultants -,https://wuzzuf.net/jobs/careers/Associated Talent Consultants-Saudi Arabia-101179,"Makkah, Saudi Arabia",Full Time,"['Installation/Maintenance/Repair', 'Quality', 'Engineering - Other', 'engineering', 'communication skills', 'hseq', 'management', 'safety', 'nebosh', 'operations']"
1014,Sales Specialist & Consultant,HPE Aruba Networking -,https://wuzzuf.net/jobs/careers/HPE Aruba Networking-United Arab Emirates-100462,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Business Development', 'Customer Service/Support', 'Sales/Retail', 'Sales', 'Sales Skills', 'Sales Target', 'Customer Service', 'Customer Support', 'Customer Care', 'Real Estate']"
1015,Planning Area Managerr,REDCON Construction Co. S.A.E -,https://wuzzuf.net/jobs/careers/REDCON-Construction-Co--S-A-E-Egypt-104934,"New Cairo, Cairo, Egypt",Full Time / On-site,"['Manager', '15 - 20 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'pcs', 'Planning', 'Project Cost Control', 'projects control', 'PMO']"
1016,Senior Network Administrator,Confidential -,,"Cairo, Egypt",Full Time / On-site,"['4 - 6 Yrs of Exp', 'IT/Software Development', 'Information Technology (IT)', 'Networking']"
1017,IT System Supervisor,BDO Esnad -,https://wuzzuf.net/jobs/careers/BDO-Esnad-Egypt-1899,"Maadi, Cairo, Egypt",Full Time / On-site,"['7 - 9 Yrs of Exp', 'IT/Software Development', 'Information Technology (IT)', 'system']"
1018,Senior React Native Developer,TechJump -,https://wuzzuf.net/jobs/careers/IT-Experts-Egypt-89172,"Alexandria, Egypt",Full Time / Hybrid,"['3 - 6 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Development', 'Computer Science', 'Information Technology (IT)', 'React Native', 'Software Development', 'Mobile Development']"
1019,Senior Developer/Web Scraper,Threat Monitor -,https://wuzzuf.net/jobs/careers/Threat Monitor-Saudi Arabia-111018,"Riyadh, Saudi Arabia",Full Time / Remote,"['2 - 5 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Selenium', 'Typescript', 'TypeORM', 'RESTful APIs', 'Problem Solving', 'developer', 'backend', 'Web Scraping']"
1020,IT Specialist,GLOBAL AUTO -,https://wuzzuf.net/jobs/careers/Bavarian-Auto-Group-Egypt-3200,"Obour City, Cairo, Egypt",Full Time / On-site,"['1 - 4 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer', 'Computer Science', 'Information Technology (IT)', 'Installation', 'Software', 'Technical Support', 'server']"
1021,Network Administrator,Confidential -,,"Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'IT/Software Development', 'Network Administration', 'Information Technology (IT)']"
1022,Network Administrator Section Head,British University of Egypt -,https://wuzzuf.net/jobs/careers/British-University-of-Egypt-Egypt-70684,"Shorouk City, Cairo, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'IT/Software Development', 'Information Technology (IT)', 'computer']"
1023,Planning Area Manager,REDCON Construction Co. S.A.E -,https://wuzzuf.net/jobs/careers/REDCON-Construction-Co--S-A-E-Egypt-104934,"Alamein, Matruh, Egypt",Full Time / On-site,"['Manager', '10 - 15 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'Strategic Planning', 'Project Management Institute (PMI)', 'prmg', 'Planning']"
1024,HSE Specialist,KZ for Pesticides and Chemicals.  -,https://wuzzuf.net/jobs/careers/KZ for Pesticides and Chemicals.-Egypt-79568,"Noubaria, Beheira, Egypt",Full Time / On-site,"['Entry Level', '2 - 5 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Quality', 'Engineering - Other', 'HSE', 'HSE Specialist', 'quality', 'Quality Assurance', 'Safety', 'Health, Safety and Environment', 'HSE Management']"
1025,Sales Account Manager,Silicon21 -,https://wuzzuf.net/jobs/careers/Silicon21-Egypt-3613,"Nasr City, Cairo, Egypt",Full Time / On-site,"['2 - 5 Yrs of Exp', 'Sales/Retail', 'Sales', 'Information Technology (IT)']"
1026,Senior Planning production,Aldawlia For Plastic Materials -,https://wuzzuf.net/jobs/careers/-104266,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,"['7 - 9 Yrs of Exp', 'Logistics/Supply Chain', 'Manufacturing/Production', 'Plastic Extrusion', 'Manufacturing Industry', 'Planning', 'Plastic', 'Production', 'Management']"
1027,IT Specialist,El Saba Group -,https://wuzzuf.net/jobs/careers/El-Saba-Automotive-Egypt-69232,"Cairo, Egypt",Full Time / On-site,"['Entry Level', '1 - 3 Yrs of Exp', 'males_only', 'IT/Software Development', 'Information Technology (IT)', 'Internet Security', 'Installation', 'Computer Systems', 'Computer Science', 'Technical Support', 'IT', 'Security']"
1028,SAP ABAP Consultant,DeltA maser -,https://wuzzuf.net/jobs/careers/DeltA maser-Egypt-111089,"Beheira, Egypt",Full Time / On-site,"['5 - 6 Yrs of Exp', 'Banking', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Analysis', 'business', 'ABAP', 'Computer Science', 'Information Technology (IT)', 'SAP', 'SAP ABAP']"
1029,Senior Android Developer,Sarmady -,https://wuzzuf.net/jobs/careers/Sarmady-57,"Mohandessin, Giza, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Java', 'Kotlin', 'jetpack', 'MVVM', 'MVP', 'MVC', 'Software Development', 'Android']"
1030,Technical Support Officer,Crystal Mind -,https://wuzzuf.net/jobs/careers/Crystal-Mind-Egypt-28651,"Nasr City, Cairo, Egypt",Full Time / On-site,"['3 - 4 Yrs of Exp', 'Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Communication skills', 'Information Technology (IT)', 'Support', 'Technical Support', 'technical', 'Customer Support']"
1031,Service Advisor,Nour Eldin Elsherif for Trading vehicles -,https://wuzzuf.net/jobs/careers/nour-eldin-elsherif-for-trading-vehicles-Egypt-30889,"Ameria, Alexandria, Egypt",Full Time / On-site,"['1 - 4 Yrs of Exp', 'Customer Service/Support', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Automotive', 'Customer Care', 'Communication', 'Customer Support', 'Service', 'English', 'Mechanical']"
1032,MERN/MEAN Stack Developer,nichepharma -,https://wuzzuf.net/jobs/careers/nichepharma-Egypt-15615,"Sheikh Zayed, Giza, Egypt",Internship / Remote,"['Student', '0 - 1 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Angular', 'Computer Science', 'HTML5', 'Git', 'Front end', 'React', 'Software Development', 'CSS']"
1033,CTO,Dubai Cairo Sanafi -,https://wuzzuf.net/jobs/careers/Dubai Cairo Sanafi-United Arab Emirates-111078,"Nasr City, Cairo, Egypt",Full Time / Hybrid,"['Senior Management', '4 - 9 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Automation Testing', 'RESTful APIs', 'Project Management', 'CTO', 'Computer Science', 'Information Technology (IT)', 'PHP']"
1034,Mid-Level .NET Backend Developer,Confidential -,,"Nasr City, Cairo, Egypt",Freelance / Project / On-site,"['3 - 5 Yrs of Exp', 'IT/Software Development', 'Entity Framework', 'Git', 'C#', 'Mssql', 'Software Development', 'Development', 'Computer Science', 'backend', 'API']"
1035,Software Sales,Trio M Smart Solutions  -,https://wuzzuf.net/jobs/careers/Trio M Smart Solutions-Egypt-91228,"Cairo, Egypt",Freelance / Project / Full Time / Remote,"['1 - 4 Yrs of Exp', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'sales skills', 'Software', 'IT', 'Sales', 'Sales Target']"
1036,Frontend Developer,Confidential -,,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['Entry Level', '2 - 3 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'HTML', 'Database', 'CSS', 'Computer Science', 'CodeIgniter', 'AJAX', 'Information Technology (IT)', 'MySQL']"
1037,"Senior Front-end developer ""Vue js """,Dubai Cairo Sanafi -,https://wuzzuf.net/jobs/careers/Dubai Cairo Sanafi-United Arab Emirates-111078,"Nasr City, Cairo, Egypt",Full Time / Hybrid,"['4 - 7 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'front-end', 'Computer Science', 'JavaScript', 'Vue.js', 'Front-End Developer', 'Software Development', 'PHP', 'MySQL']"
1038,Regional Export Sales Manager,BituNil -,https://wuzzuf.net/jobs/careers/BituNil-Egypt-19193,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['Manager', '10 - 15 Yrs of Exp', 'Sales/Retail', 'Export', 'Sales', 'Building Materials', 'Export Sales', 'sales skills', 'Selling']"
1039,IT Specialist,Awamer Alshabaka _اوامر الشبكه -,https://wuzzuf.net/jobs/careers/اوامر-الشبكه-Egypt-41555,"Mansoura, Dakahlia, Egypt",Full Time / On-site,"['Entry Level', '1 - 3 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Communication', 'Communication skills', 'computer', 'Computer Science', 'Computer Systems', 'Information Technology (IT)', 'Installation']"
1040,Junior Category Manager,Bnaia -,https://wuzzuf.net/jobs/careers/shop4build-Egypt-56035,"Maadi, Cairo, Egypt",Internship / On-site,"['Entry Level', 'Business Development', 'Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Category', 'Category Management', 'Communication', 'Management', 'Sales', 'Business Administration']"
1041,Full Stack Developer,Al Shabab Al Tamoheen -,https://wuzzuf.net/jobs/careers/Al Shabab Al Tamoheen-Saudi Arabia-110905,"Jeddah, Saudi Arabia",Full Time / Part Time / Remote,"['3 - 20 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'JavaScript', 'Full Stack', 'Angular', 'Computer Science', 'CSS', 'HTML', 'Information Technology (IT)', 'Java']"
1042,( Training ) Sales Account Manager,CLS Learning Solutions -,https://wuzzuf.net/jobs/careers/CLS-Learning-Solutions-Egypt-31930,"Dokki, Giza, Egypt",Full Time / On-site,"['3 - 7 Yrs of Exp', 'Business Development', 'Sales/Retail', 'Sales Target', 'Sales', 'sales skills', 'Career Advising', 'Sales Training']"
1043,Senior Full Stack Developer,SmartTech Systems -,https://wuzzuf.net/jobs/careers/SmartTech-Systems-Egypt-25373,"Nasr City, Cairo, Egypt",Full Time / On-site,"['3 - 6 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Angular', '.Net', 'Entity Framework', 'SQL', 'Information Technology (IT)', 'JavaScript', 'Software', 'Computer Science']"
1044,Quality Control Specialist,Nile Wood -,https://wuzzuf.net/jobs/careers/Nile-Wood-Egypt-85718,"Giza, Egypt",Full Time / On-site,"['5 - 8 Yrs of Exp', 'males_only', 'Manufacturing/Production', 'Quality', 'Control', 'Quality Management', 'Management', 'Manufacturing', 'Quality Control', 'Testing', 'Six Sigma', 'QMS']"
1045,Junior Python Developer,RDI -,https://wuzzuf.net/jobs/careers/RDI-Egypt-5083,"Dokki, Giza, Egypt",Full Time / Hybrid,"['Entry Level', '1 - 3 Yrs of Exp', 'Business Development', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Python', 'MySQL', 'JavaScript', 'React', 'Angular', 'RESTful', 'Django']"
1046,Remote Sensing Specialist,Syad Tech -,https://wuzzuf.net/jobs/careers/Syad-Tech-Saudi-Arabia-85689,"Cairo, Egypt",Full Time / Remote,"['10 - 10 Yrs of Exp', 'IT/Software Development', 'ENVI', 'erdas', 'remote sensing', 'SNAP', 'PCI-GEOMATICA', 'ARCGIS PRO']"
1047,Sales Marketing Executive,Tiba Engineering Institution  -,https://wuzzuf.net/jobs/careers/Tiba-Engineering-Institution-Egypt-41468,"Nasr City, Cairo, Egypt",Full Time / On-site,"['8 - 15 Yrs of Exp', 'males_preferred', 'Engineering - Construction/Civil/Architecture', 'Business Development', 'Manufacturing/Production', 'Sales', 'Marketing', 'business']"
1048,Senior Oracle Techno Functional Consultant (SCM/MFG Discrete),idaco -,https://wuzzuf.net/jobs/careers/idaco-Egypt-5118,"Giza, Giza, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Oracle', 'SCM', 'Techno-Functional Consultant', 'Computer Science', 'Oracle E-Business Suite', 'Oracle e-Business', 'Information Technology (IT)']"
1049,BIM Coordinator,PAVILLION ARCHITECTS -,https://wuzzuf.net/jobs/careers/pavillionarchitects-Egypt-42884,"Sheraton, Cairo, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Navisworks', 'BIM', 'Revit']"
1050,Retail Sales - Computers Components and Gaming Hardware,compudata center -,https://wuzzuf.net/jobs/careers/compudata-center-Egypt-47970,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['Entry Level', 'males_only', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'computer', 'Retail', 'Hardware', 'Sales', 'Retail Sales', 'Technical Support']"
1051,Junior MERN Full Stack Developer,Salem Ventures -,https://wuzzuf.net/jobs/careers/Salem-Capital-Egypt-71017,"Maadi, Cairo, Egypt",Full Time / On-site,"['1 - 2 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Angular', 'CSS', 'Full Stack', 'Software Development', 'HTML', 'Information Technology (IT)', 'Java']"
1052,Oracle Database Administrator,Al Ahly Momkn for e-payment -,https://wuzzuf.net/jobs/careers/Al-Ahly-Momkn-for-e-payment-Egypt-70281,"Maadi, Cairo, Egypt",Full Time / On-site,"['2 - 3 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Database Administrator', 'PL/SQL', 'Administration', 'Architecture', 'Backup', 'Computer Science', 'Database']"
