,job_title,company_name,company_page,location,job_type,skills
212,Production Maintenance Engineer,Zeta Pharma -,https://wuzzuf.net/jobs/careers/-102861,"Alsadat City, Monufya, Egypt",Full Time / On-site,"['7 - 10 Yrs of Exp', 'males_only', 'Engineering - Mechanical/Electrical', 'Engineering', 'Maintenance', 'Pharmaceutical', 'Manufacturing', 'Production']"
213,Electrical Maintenance Engineer,M&A Glass Processing Company -,https://wuzzuf.net/jobs/careers/M&A Glass Processing Company-Egypt-88987,"6th of October, Giza, Egypt",Full Time / On-site,"['2 - 5 Yrs of Exp', 'Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Manufacturing', 'Maintenance', 'Industrial', 'Engineering', 'Electrical Engineering', 'Electrical']"
214,Data Modeler,BBI-Consultancy -,https://wuzzuf.net/jobs/careers/BBI-Consultancy-Egypt-1113,"Maadi, Cairo, Egypt",Full Time / Hybrid,"['Entry Level', '1 - 3 Yrs of Exp', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Computer Engineering', 'Computer Science', 'Database', 'Engineering', 'Information Technology (IT)', 'Python', 'SQL']"
215,senior Quality Engineer,Kandil Steel -,https://wuzzuf.net/jobs/careers/Kandil-Steel-Egypt-10956,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Quality', 'Control', 'Engineering', 'Industrial', 'Production', 'Steel']"
216,Senior maintenance engineer,Confidential -,,"Badr City, Cairo, Egypt",Full Time / On-site,"['Manager', '6 - 8 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Engineering', 'Maintenance', 'Mechanical Engineering']"
217,Material and Production Planning Senior Engineer,Kandil Glass -,https://wuzzuf.net/jobs/careers/Kandil-Industries-Egypt-6195,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'CPIM', 'Communication', 'Planning', 'Engineering', 'ERP', 'Supply Chain']"
218,Data Engineer,Tools & Solutions -,https://wuzzuf.net/jobs/careers/Tools & Solutions-Saudi Arabia-106599,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Computer Engineering', 'Engineering', 'Software Engineering', 'Software Development', 'SQL']"
219,System/Identity Engineer,Teleperformance - Egypt -,https://wuzzuf.net/jobs/careers/Teleperformance-Egypt-571,"Katameya, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Other', 'English', 'Engineering', 'engineer', 'system analyst', 'system', 'Identity Engineer', 'OKTA configuration']"
220,Senior HSE Engineer,Giza power -,https://wuzzuf.net/jobs/careers/Giza-power-Egypt-55745,"Wadi Alnatrun, Beheira, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Engineering', 'OSHA', 'ISO', 'Manufacturing', 'Production']"
221,Android & Flutter Engineer,Denver Avionics -,https://wuzzuf.net/jobs/careers/Denver Avionics-Egypt-109653,"Cairo, Egypt",Full Time / Remote,"['Entry Level', '0 - 5 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Flutter', 'Engineering', 'Mobile Development', 'Information Technology (IT)', 'Software Development', 'REST']"
222,Oracle Apex Engineer,Transformation Experts -,https://wuzzuf.net/jobs/careers/Transformation-Experts-Saudi-Arabia-69732,"Cairo, Egypt",Freelance / Project / Full Time / On-site,"['4+ Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Database', 'CSS', 'HTML', 'Information Technology (IT)', 'JavaScript', 'Oracle', 'PL']"
223,Python Developer,coto -,https://wuzzuf.net/jobs/careers/coto-India-109372,"Cairo, Egypt",Full Time / Remote,"['3 - 6 Yrs of Exp', 'IT/Software Development', 'Django', 'API', 'AI', 'Data Processing', 'Computer Science', 'Docker', 'Engineering', 'Information Technology (IT)', 'MongoDB']"
224,AI Engineer,Paxerahealth Corp -,https://wuzzuf.net/jobs/careers/Paxeramed-Corp-Egypt-10265,"Cairo, Egypt",Full Time / Hybrid,"['3 - 5 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'C++', 'AI', 'Computer Science', 'Information Technology (IT)', 'Machine Learning', 'Programming', 'Frameworks', 'Artificial Intelligence']"
225,Civil Site Engineer,Memaar Alashraaf -,https://wuzzuf.net/jobs/careers/Memaar-Alashraaf-Egypt-44274,"New Cairo, Cairo, Egypt",Full Time / On-site,"['2 - 4 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', '3D', 'AutoCAD', 'Civil', 'Civil Engineering', 'Construction', 'Engineering', 'Management', 'Site']"
226,Senior Civil Procurement Engineer,New Plan  -,https://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['4 - 5 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Purchasing/Procurement', 'Civil', 'Communication', 'Construction', 'Procurement']"
227,Data Analyst,Qureos -,https://wuzzuf.net/jobs/careers/Qureos-Pakistan-109758,"Cairo, Egypt",Full Time / On-site,"['Entry Level', '1 - 3 Yrs of Exp', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Analyst', 'Data Analysis', 'Data Analyst', 'Computer Science', 'Information Technology (IT)']"
228,Senior Electrical Design Engineer,Confidential -,,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['8 - 15 Yrs of Exp', 'Creative/Design/Art', 'Engineering - Mechanical/Electrical', 'DiAlux Calculation', 'Electrical Engineering', 'Design', 'AutoCad', 'ELV', 'NEC', 'LV', 'MV']"
229,Electrical Maintenance Engineer - Ain Sokhna,New Generation Developments -,https://wuzzuf.net/jobs/careers/New-Generation-For-Real-Estate-Development-Egypt-65004,"Ain Sokhna, Suez, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Installation/Maintenance/Repair', 'Operations/Management', 'Engineering - Mechanical/Electrical', 'Maintenance', 'Communication', 'Electrical', 'Electrical Engineering', 'Engineering', 'Design', 'facilities']"
230,Electrical Engineer (Control and devices ),Green Liner -,https://wuzzuf.net/jobs/careers/Green-Liner-Egypt-104795,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,"['Entry Level', '2 - 5 Yrs of Exp', 'males_only', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Electrical Engineering', 'Electrical manufacturing', 'Communication', 'Design', 'Mechanical Engineering']"
231,Planning Manager - Engineering,Kandil Glass -,https://wuzzuf.net/jobs/careers/Kandil-Industries-Egypt-6195,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,"['Manager', '10 - 15 Yrs of Exp', 'Logistics/Supply Chain', 'Operations/Management', 'Planning', 'Management', 'ERP', 'business', 'Supply', 'Supply Chain']"
232,Electrical Engineer,Dorra Group -,https://wuzzuf.net/jobs/careers/Dorra-Group-Egypt-20151,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,"['4 - 6 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Electrical', 'Design', 'Electrical Engineering', 'Engineering']"
233,Plastic Production Engineer - Blowing Machines,Confidential -,,"Giza, Egypt",Full Time / On-site,"['Entry Level', '2 - 4 Yrs of Exp', 'Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Engineering', 'Production', 'Mechanical Engineering', 'Plastic', 'Chemistry', 'Industrial', 'Electricity']"
234,System Engineer,Global solutions -,https://wuzzuf.net/jobs/careers/Global solutions-Egypt-109812,"6th of October, Giza, Egypt",Full Time / On-site,"['1 - 3 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'system Engineer', 'Microsoft Certified IT Professional', 'Communication skills', 'computer', 'Information Technology (IT)', 'MCSA', 'MCSE']"
235,Technical Office Engineer,Confidential -,,"New Cairo, Cairo, Egypt",Full Time / On-site,"['4 - 10 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Engineering', 'Architecture']"
236,Senior Site Engineer (Finishing),KEC- IDENTITY FOR ENGENERING -,https://wuzzuf.net/jobs/careers/KEC--IDENTITY-FOR-ENGENERING-Egypt-69197,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,"['Manager', '6 - 10 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Architecture', 'Engineering', 'Engineering Services', 'Engineering Field', 'Architectural Engineering', 'finishing', 'Communication skills', 'Site Engineer', 'Site']"
237,Junior civil engineering technical office,EG Master -,https://wuzzuf.net/jobs/careers/EG-Master-Egypt-53846,"Sheraton, Cairo, Egypt",Full Time / On-site,"['Entry Level', '2 - 3 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Asd', 'AutoCAD', 'Civil Engineering']"
238,Electrical Design Engineering Consultant,Vital Konzept -,https://wuzzuf.net/jobs/careers/Vital-Konzept-Egypt-22154,"Maadi, Cairo, Egypt",Full Time / On-site,"['2+ Yrs of Exp', 'Engineering - Mechanical/Electrical', 'BIM', 'Electrical', 'Electrical Design', 'Revit', 'English', 'Electrical Engineering']"
239,Quality Engineer - Giza,SE Wiring Systems EGYPT -,https://wuzzuf.net/jobs/careers/SE-Wiring-Systems-EGYPT-Egypt-23300,"6th of October, Giza, Egypt",Full Time / On-site,"['Entry Level', '0 - 1 Yrs of Exp', 'Manufacturing/Production', 'Quality', 'Engineering - Other', 'Engineering', 'quality', 'Quality Assurance', 'Quality Control', 'Science']"
240,Full-stack Software Engineer,Nacita -,https://wuzzuf.net/jobs/careers/Nacita-Egypt-22041,"Cairo, Egypt",Full Time / Hybrid,"['2 - 3 Yrs of Exp', 'IT/Software Development', 'full-stack engineer', 'software engineeer', 'angular', 'Agile', 'Java', 'nodejs', 'Kubernetes', 'Google Cloud']"
241,Senior Sales Engineer – Oil & Gas and Marine & Offshore Sector – ROCOL (Grand Cairo),ATLANTIC INTERNATIONAL CORPORATION -,https://wuzzuf.net/jobs/careers/Atlantic-Internation-Egypt-36281,"Giza, Egypt",Full Time / On-site,"['3+ Yrs of Exp', 'Sales/Retail', 'Engineering - Mechanical/Electrical', 'Engineering - Oil & Gas/Energy', 'Communication skills', 'Engineering', 'English', 'Presentation Skills', 'sales skills', 'Sales', 'Mechanical Engineering']"
242,Senior Sales Engineer – Oil & Gas – ZERUST (Grand Cairo),ATLANTIC INTERNATIONAL CORPORATION -,https://wuzzuf.net/jobs/careers/Atlantic-Internation-Egypt-36281,"Giza, Egypt",Full Time / On-site,"['3+ Yrs of Exp', 'Sales/Retail', 'Engineering - Mechanical/Electrical', 'Engineering - Oil & Gas/Energy', 'Communication skills', 'Engineering', 'English', 'Presentation Skills', 'sales skills', 'Sales', 'Mechanical Engineering']"
243,Senior Sales Engineer – ROCOL (East Cairo),ATLANTIC INTERNATIONAL CORPORATION -,https://wuzzuf.net/jobs/careers/Atlantic-Internation-Egypt-36281,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,"['3+ Yrs of Exp', 'Sales/Retail', 'Engineering - Mechanical/Electrical', 'Engineering - Oil & Gas/Energy', 'Communication skills', 'Engineering', 'English', 'Presentation Skills', 'sales skills', 'Sales', 'Mechanical Engineering']"
244,Mechanical Maintenance Engineer,M&A Glass Processing Company -,https://wuzzuf.net/jobs/careers/M&A Glass Processing Company-Egypt-88987,"6th of October, Giza, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Manufacturing', 'Mechanical Engineering', 'Mechanical', 'Maintenance', 'Industrial', 'Engineering']"
245,Cost Control Engineer (Section Head),Modern Interiors Design – Construction -,https://wuzzuf.net/jobs/careers/Modern-Interiors-Design-–-Construction-Egypt-41199,"Mohandessin, Giza, Egypt",Full Time / On-site,"['4 - 15 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Engineering - Mechanical/Electrical', 'Control', 'Cost Control', 'Engineering', 'Management', 'Project Management']"
246,Survey Engineer,Adcon construction -,https://wuzzuf.net/jobs/careers/Adcon-construction-Egypt-105807,"New Capital, Cairo, Egypt",Full Time / On-site,"['5 - 8 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'AutoCAD', 'Surveying', 'Software', 'Civil Engineering', 'Land Surveying', 'Quantity Surveying', 'GIS']"
247,"Senior Automation Quality Engineer (Selenium, Appium, REST Assured)",Money Loop  -,https://wuzzuf.net/jobs/careers/Money Loop-Egypt-103818,"New Cairo, Cairo, Egypt",Full Time / Hybrid,"['5 - 8 Yrs of Exp', 'IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Automation', 'Automation Testing', 'Computer Science', 'Selenium', 'QA', 'quality', 'Quality Control']"
248,BIM Engineer,COLAS RAIL Egypt -,https://wuzzuf.net/jobs/careers/COLAS-RAIL-Egypt-Egypt-31734,"6th of October, Giza, Egypt",Full Time / On-site,"['4 - 6 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical', 'Architectural Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'BIM', '3D', 'CAD', 'Civil', 'Electrical']"
249,Civil Site Engineer,Iskefe Nile For Leather Manufacturing and Trade -,https://wuzzuf.net/jobs/careers/Iskefe Nile For Leather Manufacturing and Trade-Egypt-109682,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,"['2 - 3 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Civil Engineering', 'Site Engineering', 'Architecture', 'AutoCAD', 'Civil', 'Communication', 'Construction', '3D', 'Design']"
250,Senior Quality Assurance engineer,TechnoBit Group -,https://wuzzuf.net/jobs/careers/TechnoBit-Group-Egypt-19624,"Obour City, Cairo, Egypt",Full Time / On-site,"['3+ Yrs of Exp', 'R&D/Science', 'Quality', 'Engineering - Other', 'Chemical Engineering', 'QA', 'Manufacturing', 'Quality Control', 'Science', 'Chemical', 'Maintenance']"
251,Technical Support Engineer,Al Rabat -,https://wuzzuf.net/jobs/careers/Al-Rabat-Egypt-4007,"Nasr City, Cairo, Egypt",Full Time / On-site,"['2 - 4 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'CCNA', 'Technical Support', 'Help Desk', 'Network', 'Information Technology (IT)', 'Computer Science', 'Troubleshooting']"
252,IT Engineer,Confidential -,,"Cairo, Egypt",Hybrid / Part Time,"['3 - 5 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'IT', 'networks', 'Information Technology (IT)', 'Software']"
253,Security/ Identity Engineer,Teleperformance - Egypt -,https://wuzzuf.net/jobs/careers/Teleperformance-Egypt-571,"Katameya, Cairo, Egypt",Full Time / On-site,"['3+ Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Cloud', 'computer', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'Security']"
254,Senior Network Engineer,Teleperformance - Egypt -,https://wuzzuf.net/jobs/careers/Teleperformance-Egypt-571,"Cairo, Egypt",Full Time / On-site,"['6 - 11 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Cisco', 'Information Technology (IT)', 'Software Development', 'Software', 'Networks', 'Engineering', 'Computer Engineering']"
255,Data Entry Clerk,Confidential -,,"Houston, United States",Full Time / Remote / Shift Based,"['Student', '1+ Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Data Entry', 'Microsoft Office', 'Administration']"
256,Software QA Engineer,Ejada  -,https://wuzzuf.net/jobs/careers/Ejada--Cairo--Egypt-9273,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['4 - 6 Yrs of Exp', 'IT/Software Development', 'Computer Science', 'Information Technology (IT)', 'Quality Assurance', 'Software Development', 'Software', 'Java', 'Git', 'Testing']"
257,Estimate Engineer,Zamil Steel Buildings Co -,https://wuzzuf.net/jobs/careers/Zamil-Steel-Buildings-Co-Egypt-12650,"Maadi, Cairo, Egypt",Full Time / On-site,"['5 - 8 Yrs of Exp', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'Project Management', 'Project Estimation', 'Mechanical Engineering', 'MEP', 'EPC', 'ERP', 'Construction', 'Commissioning']"
258,Site Engineer (Interior Finnishing),TRI Interior Design and Finishin -,https://wuzzuf.net/jobs/careers/Tri-real-estate-Egypt-27569,"New Cairo, Cairo, Egypt",Full Time / On-site,"['4 - 7 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Installation/Maintenance/Repair', 'Operations/Management', 'Engineering', 'Architecture', 'Project Management', 'furniture operation', 'Project']"
259,Electrical Engineer,Delta Sand Bricks -,https://wuzzuf.net/jobs/careers/Delta Sand Bricks-Egypt-109443,"Abou Hammad, Sharqia, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Electrical Engineering', 'PLC', 'ac drives', 'Engineering', 'English']"
260,Energy Engineer,ENOVA Facilities Management -,https://wuzzuf.net/jobs/careers/ENOVA-Facilities-Management-Egypt-79582,"Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Operations/Management', 'Engineering', 'Renewable Energy', 'Electrical Engineering']"
261,Junior Network Engineer,Teleperformance - Egypt -,https://wuzzuf.net/jobs/careers/Teleperformance-Egypt-571,"Katameya, Cairo, Egypt",Full Time / On-site,"['3 - 6 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'CCNP', 'CCNA', 'Cisco', 'Communication', 'Computer Science', 'Information Technology (IT)', 'Networking']"
262,Electrical Tender Engineer,ICON Holding -,https://wuzzuf.net/jobs/careers/ICON-Holding-Egypt-47223,"Helwan, Cairo, Egypt",Full Time / On-site,"['1 - 3 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'AutoCAD', 'Electrical', 'DIALux', 'Electrical Engineering', 'Engineering', 'MS', 'MS Office']"
263,Technical Office Engineer,Nacita -,https://wuzzuf.net/jobs/careers/Nacita-Egypt-22041,"Giza, Egypt",Full Time / On-site,"['2 - 4 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Engineering - Other', 'Engineering', 'Microsoft Office', 'PMP', 'Architecture Engineering']"
264,IT Infrastructure Engineer,National Technology -,https://wuzzuf.net/jobs/careers/National-Technology-Egypt-5626,"Nasr City, Cairo, Egypt",Full Time / On-site,"['1 - 3 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Cisco', 'Cloud', 'Communication', 'Linux', 'Management', 'Oracle']"
265,coal plant engineer,Confidential -,,"Jimma, Ethiopia",Full Time / On-site,"['10 - 15 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Production', 'Electrical Engineering', 'Engineering']"
266,Senior Full stack Engineer,Queensoft -,https://wuzzuf.net/jobs/careers/Queensoft-Egypt-109271,"Cairo, Egypt",Full Time / On-site,"['7 - 15 Yrs of Exp', 'IT/Software Development', 'Medical/Healthcare', 'Engineering - Telecom/Technology', 'Computer Science', 'Java', 'Software Development', 'Information Technology (IT)', 'Software Engineering', 'EMR', 'Medical Engineering']"
267,Senior Software Engineer,Queensoft -,https://wuzzuf.net/jobs/careers/Queensoft-Egypt-109271,"Sheraton, Cairo, Egypt",Full Time / On-site,"['7 - 15 Yrs of Exp', 'IT/Software Development', 'Medical/Healthcare', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Java', 'JavaScript', 'Software Development', 'HL7 standard', 'FHIR standard']"
268,Sales Engineer,Confidential -,,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['1 - 2 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Engineering', 'Sales', 'Sales engineer', 'sales skills', 'engineer']"
269,(TPM) Maintenance Engineer,Just HR -,https://wuzzuf.net/jobs/careers/Just-HR-Egypt-26720,"Nasr City, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'Engineering', 'Manufacturing', 'Mechanical Engineering', 'LEAN', 'Maintenance', 'Six Sigma', 'SCADA']"
270,Assistant PE Engineer/PE Engineer,OPPO Egypt  -,https://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,"['2 - 3 Yrs of Exp', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'Mobile Phones', 'Information Technology (IT)', 'Smart Phones', 'Microsoft Office', 'English', 'Manufacturing', 'Quality Assurance']"
271,Planning Engineer,MORX -,https://wuzzuf.net/jobs/careers/MORX-Egypt-107875,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,"['2 - 7 Yrs of Exp', 'Manufacturing/Production', 'Planning Engineer', 'Planning', 'Engineering', 'Scheduling']"
272,Civil Site Engineer,Domestik development -,https://wuzzuf.net/jobs/careers/-108460,"6th of October, Giza, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'males_only', 'Engineering - Construction/Civil/Architecture', '3D', 'AutoCAD', 'Civil Engineering', 'ASD', 'Construction', 'Structural Engineering', 'Site']"
273,Electrical Maintenance Engineer,Egypt Kuwait Holding -,https://wuzzuf.net/jobs/careers/Egypt-Kuwait-Holding-Egypt-40064,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,"['2 - 5 Yrs of Exp', 'males_only', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Electrical Engineering', 'Electrical', 'Manufacturing', 'Maintenance']"
274,Remote Data Entry Specialist: Remote Tasks,Nederlandse WingTsun Organisatie -,https://wuzzuf.net/jobs/careers/Nederlandse WingTsun Organisatie-Saudi Arabia-111384,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'engineering', 'customer service', 'data entry', 'communication skills', 'management']"
275,Data Entry Expert: Remote Work Environment,Dapco Video -,https://wuzzuf.net/jobs/careers/Dapco Video-Saudi Arabia-110981,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'customer service', 'data entry', 'management', 'communication skills']"
276,Mechanical Or Electrical Engineer,BS Egypt -,https://wuzzuf.net/jobs/careers/BS-Egypt-Egypt-44561,"Bolkly, Alexandria, Egypt",Full Time / Hybrid,"['5 - 8 Yrs of Exp', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Operations Management', 'Maintenance Engineering', 'Remote Support', 'Electrical Engineering', 'Electrical', 'Mechanical', 'Water Treatment']"
277,Entry level / Data Entry Assistant (Remote),ChitownMenus.com -,https://wuzzuf.net/jobs/careers/ChitownMenus.com-United Arab Emirates-111378,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
278,Entry level / Data Entry Assistant (Remote),Breuer & Associates -,https://wuzzuf.net/jobs/careers/Breuer & Associates-United Arab Emirates-111373,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
279,Cost Control Engineer,Khater Sports Group -,https://wuzzuf.net/jobs/careers/Khater-Sports-Group-Egypt-23719,"Nasr City, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Cost Control', 'Engineering', 'Control', 'Cost', 'Construction', 'Communication', 'Planning']"
280,Virtual Data Entry Clerk: Remote Opportunity,in the vrai sud.com -,https://wuzzuf.net/jobs/careers/in the vrai sud.com-Saudi Arabia-110964,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'computer skills', 'engineering', 'data entry', 'microsoft office', 'analysis']"
281,Process Quality Engineer,Just HR -,https://wuzzuf.net/jobs/careers/Just-HR-Egypt-26720,"Nasr City, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Manufacturing/Production', 'Quality', 'Engineering - Mechanical/Electrical', 'Automotive', 'Quality engineering', 'Processes', 'quality', 'Engineering', 'Quality Control']"
282,Entry level / Data Entry Assistant (Remote),Amazing Michigan Race -,https://wuzzuf.net/jobs/careers/Amazing Michigan Race-United Arab Emirates-111310,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
283,Data Governance Manager,Saudi General Authority of Foreign Trade -,https://wuzzuf.net/jobs/careers/Saudi General Authority of Foreign Trade-Saudi Arabia-110065,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Microsoft Office', 'Data Management', 'Engineering', 'Management', 'SQL']"
284,Entry level / Data Entry Assistant (Remote),Razolv -,https://wuzzuf.net/jobs/careers/Razolv-Saudi Arabia-111268,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
285,Junior Electrical Engineer,Startrans -,https://wuzzuf.net/jobs/careers/Startrans-Egypt-42056,"Tanta, Gharbia, Egypt",Full Time / On-site,"['Entry Level', '1 - 4 Yrs of Exp', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'Manufacturing', 'Electrical', 'Electrical Engineering', 'Electrical manufacturing', 'Engineering', 'Sales', 'Design']"
286,Data Center Operator,Finansquare -,https://wuzzuf.net/jobs/careers/Finansquare-Qatar-111251,"Doha, Qatar",Full Time,"['Entry Level', 'Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Data Center', 'Sales', 'Customer Service', 'EMC', 'IBM']"
287,Data Center Operation Manager,Finansquare -,https://wuzzuf.net/jobs/careers/Finansquare-Qatar-111251,"Doha, Qatar",Full Time,"['Customer Service/Support', 'Operations/Management', 'Engineering - Telecom/Technology', 'Operations', 'Call Center', 'Management', 'Operations Management', 'Business Planning', 'Planning', 'Financial Management']"
288,Entry level / Data Entry Assistant (Remote),eCliniks Inc. -,https://wuzzuf.net/jobs/careers/eCliniks Inc.-Saudi Arabia-111259,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
